	target_text	input_text	prefix
6417	How long did it take to clean up after the 9/11 attack?	[Event Duration] The Vice President's task force was just getting under way when the 9/11 attack occurred.	ask_question
5568	When did he publish  La Enciclopedia Humanica?	"[Typical Time] He accents the illusion of reality --I paraphrase his entry in La Enciclopedia Humanica --by doing life-size scenes in ""The full round,"" never the easier frontal or three-quarters view."	ask_question
10736	What happened after the corpse was found?	[Event Ordering] While Dr. Hughes finds an alien corpse with a fossilized diamond , Dr. Campbell finds hieroglyphics at the cost of the party except for Hughes and himself .	ask_question
2010	What time was the agreement reached?	[Typical Time] The agreement includes some U.S. aid for Palau, Kyota said, but he said those details remained to be worked out as well.	ask_question
933	How long did it take Alberti to form his concept of objective beauty?	[Event Duration] Durer rejected Alberti's concept of an objective beauty, proposing a relativist notion of beauty based on variety.	ask_question
4497	How many times a decade do plane hijackings take place?	"[Frequency] Remembering the ""we have some planes"" remark, Boston Center guessed that Delta 1989 might also be hijacked."	ask_question
7028	What year was Khallad arrested?	[Typical Time] Khallad helped in Yemen until he was arrested in a case of mistaken identity and freed with  Bin Laden's help, as we also mentioned earlier.	ask_question
72	What day did Martha decide to take extra care?	[Typical Time] So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	ask_question
13129	How often is the spelling bee held?	[Frequency] By the time the spelling bee arrived Ana and her best friend were sure she would win.	ask_question
9609	How often is a warrior promoted during battle?	[Frequency] His counter-attack with Dayak warriors drove the Chinese out of Bau and across the Sarawak border.	ask_question
12195	What did Mark do right after he found out that he became a judge?	[Event Ordering] Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.	ask_question
10906	How often are funds garnered from Congress?	[Frequency] They also argued that Hall's litigious style hampered their ability to garner funds from Congress.	ask_question
7383	What did he do after he was attracted?	"[Event Ordering] I suppose he was attracted to the commotion up the hill."""	ask_question
11364	What happens after Billy answers in a loud voice?	[Event Ordering] On Fridays, Billy answers in a loud voice and Sally in a quiet voice.	ask_question
9905	How often do the tenants have issues with other people?	[Frequency] Several tenants blame other neighbors as perpetrators of the rift, however.	ask_question
8813	When does Mintie start making money?	[Typical Time] Mintie, her colleagues say, could have made a lot of money in private practice.	ask_question
9467	What day did Islam emerge as the majority religion?	[Typical Time] Islam later emerged as the majority religion during the centuries of Ottoman rule, though a significant Christian minority remained.	ask_question
11541	How many years did Mzoudi spend studying ?	[Event Duration] Mzoudi studied in Dortmund, Bochum, and Muenster before moving to Hamburg in 1995.	ask_question
9075	How long did Alexander the Great reign?	[Event Duration] Alexander the Great's accomplishments and legacy have been depicted in many cultures.	ask_question
9464	How often has Christianity been the major religion?	[Frequency] Islam later emerged as the majority religion during the centuries of Ottoman rule, though a significant Christian minority remained.	ask_question
1796	"How long did it take to make ""The Muppets"" movie?"	"[Event Duration] But in between quippy posters and ads for the film, which is a sequel to 2011's blockbuster ""The Muppets"" with Jason Segel, there are ingenious ""selfies"" from the Muppets crew."	ask_question
12255	How often had the Iban had control of the Sarawak's coast?	[Frequency] Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers.	ask_question
10715	How often are sediments raised?	[Frequency] A levee is a raised strip of sediments deposited close to the waters edge.	ask_question
6063	What happens after an electronic theft occurs?	[Event Ordering] Electronic theft by foreign and industrial spies and disgruntled employees is costing U.S. companies billions and eroding their international competitive advantage.	ask_question
1179	For how long was Milton married?	[Event Duration] Spontini, one of whose best operas was based on the life of that much mis-married enthusiast for divorce, John Milton, took to wife a member of the Erard family.	ask_question
2285	How often are Continents created?	[Frequency] It too has many Continents are much older than ocean basins.	ask_question
820	How long did Mr. Neville live on the estate?	[Event Duration] Meanwhile , whilst living on the estate , Mr. Neville gains quite a reputation with its dwellers , especially with Mrs. Herbert's son-in-law , Mr. Talmann .	ask_question
3914	How often did they judge the merits of objects?	[Frequency] Princes and princesses judged the merits of birds, insects, flowers, roots, or seashells.	ask_question
9061	When did Alexander the Great reign?	[Typical Time] Alexander the Great's accomplishments and legacy have been depicted in many cultures.	ask_question
9299	How often does he move?	[Frequency] He loved spending time with him when he was younger, but he had moved last year.	ask_question
